fidelity,noise,seed,model,model_label,drift_delta,ambiguous_accuracy,test_accuracy,path_contrast,directed_contrast,spearman_drift,spearman_bifurc
0.5,0.5,1002,Additive,Additive,-0.41485714285714287,0.577,0.8107074569789675,1.4885811435679597,0.8608168934782348,0.0016843608854452436,-0.04705200671370666
0.5,0.5,1002,Joint,Token-Time,-0.2857142857142857,0.5958,0.7858508604206501,0.9364171654606857,0.4500410297264654,0.20977448002879262,0.32957591172223744
0.5,0.5,1003,Additive,Additive,-0.1785714285714286,0.6054,0.8448905109489051,-0.7308542907703668,1.0422514658421278,0.786227945239692,0.5936166163518147
0.5,0.5,1003,Joint,Token-Time,-0.29285714285714265,0.6162,0.8485401459854015,-0.7169787352904677,-1.7392744338139892,0.7627325030313983,0.5851330517030078
0.5,0.5,1004,Additive,Additive,-0.2576923076923078,0.612,0.8150943396226416,0.5642939016688615,2.449568960815668,0.7887842680614805,0.5375236534106608
0.5,0.5,1004,Joint,Token-Time,-0.1663461538461538,0.6622,0.7943396226415095,0.9518596607570848,2.3762624363104505,0.7074386674904876,0.5693035937541464
0.5,0.5,1005,Additive,Additive,-0.3226708074534161,0.6262,0.8125,-1.591403653146699,-7.54575621150434,0.43496179751957065,0.4914275164633969
0.5,0.5,1005,Joint,Token-Time,-0.36537267080745345,0.6128,0.8181818181818182,-1.7003896687238012,-3.6998114436864853,0.7331500231459294,0.6783243684617506
0.5,0.5,1006,Additive,Additive,-0.38749999999999996,0.5914,0.8582089552238806,-0.9028959150115647,3.257404101391633,0.7498822384089661,0.7905617849254573
0.5,0.5,1006,Joint,Token-Time,-0.16249999999999998,0.649,0.7835820895522388,-0.04977721278555691,1.8371345214545722,0.32225900988638084,0.5321143752137223
0.5,0.5,1007,Additive,Additive,-0.15441176470588236,0.6202,0.7825278810408922,-0.43030217190583553,-1.2108985071380935,0.37260475403906657,0.48202997821882354
0.5,0.5,1007,Joint,Token-Time,-0.20499999999999996,0.5984,0.828996282527881,-0.21883812844753248,0.748600260913372,0.4182233652815114,0.2899765643352365
0.5,0.5,1008,Additive,Additive,-0.2823529411764707,0.601,0.8131868131868132,0.090869685821235,-2.9784956157207487,0.4823225405884527,0.2628600015756424
0.5,0.5,1008,Joint,Token-Time,-0.30374331550802136,0.5964,0.8168498168498168,1.0012034283950926,0.6979126431047913,0.7276862235662055,0.5771343230615067
0.5,0.5,1009,Additive,Additive,-0.2616071428571427,0.6078,0.8478260869565217,3.234902041964233,-0.3243751898407936,0.38770009007970374,0.3220126142018231
0.5,0.5,1009,Joint,Token-Time,-0.2839285714285715,0.6592,0.766798418972332,1.9387002773582935,6.98315766826272,0.24796834538578078,0.3161902924146099
